,URL,Recommender
0,https://www.nytimes.com/2008/06/01/weekinreview/01uchitelle.html?ref=business,https://economistsview.typepad.com/economistsview/2008/06/links-for-2008.html
1,https://www.nytimes.com/2008/06/01/opinion/01greene.html?ref=opinion,https://economistsview.typepad.com/economistsview/2008/06/links-for-2008.html
2,https://www.washingtonpost.com/wp-dyn/content/article/2008/05/30/AR2008053002568_pf.html,https://economistsview.typepad.com/economistsview/2008/06/links-for-2008.html
3,http://www.guardian.co.uk/commentisfree/2008/jun/01/catholicism.religion,https://economistsview.typepad.com/economistsview/2008/06/links-for-2008.html
4,http://www.sciam.com/article.cfm?id=matter-antimatter-split-hi,https://economistsview.typepad.com/economistsview/2008/06/links-for-2008.html
5,"http://www.latimes.com/news/opinion/la-op-scheer1-2008jun01,0,7121603.story",https://economistsview.typepad.com/economistsview/2008/06/links-for-2008.html
6,https://www.nakedcapitalism.com/2008/06/talebs-harsh-assessment-of-bankers.html,https://economistsview.typepad.com/economistsview/2008/06/links-for-2008.html
7,https://real-estate-and-urban.blogspot.com/2008/07/robert-van-order-on-fannie-and-freddie.html,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
8,https://www.nytimes.com/2008/08/01/business/economy/01fed.html?ref=business,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
9,http://www.prospect.org/csnc/blogs/ezraklein_archive?month=07&year=2008&base_name=in_favor_of_a_health_care_fede,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
10,http://www.washingtonmonthly.com/archives/individual/2008_07/014206.php,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
11,http://www.marginalrevolution.com/marginalrevolution/2008/07/why-did-the-hmo.html,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
12,http://thegspot.typepad.com/blog/2008/07/congrats-plus-a.html,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
13,http://lanekenworthy.net/2008/07/31/jobs-with-equality/,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
14,https://www.nytimes.com/2008/08/01/science/space/01mars.html?ref=science,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
15,https://theboard.blogs.nytimes.com/2008/07/31/say-what-john-mccain-barack-obama-and-the-race-card/,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
16,http://www.voxeu.org/index.php?q=node/1489,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
17,http://www.clevelandfed.org/research/trends/2008/0808/01ecoact.cfm,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
18,http://www.econbrowser.com/archives/2008/07/not_quite_a_rec.html,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
19,http://interfluidity.powerblogs.com/posts/1217494669.shtml,https://economistsview.typepad.com/economistsview/2008/08/links-for-2008.html
20,http://www.econbrowser.com/archives/2008/07/janet_yellen_on_1.html,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
21,http://www.salon.com/tech/htww/2008/07/07/free_trade_and_chinese_flags/index.html,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
22,http://time-blog.com/curious_capitalist/2008/07/the_fall_and_rise_of_fha_mortg.html?xid=rss-curious,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
23,http://www.slate.com/id/2194933/?from=rss,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
24,https://www.washingtonpost.com/wp-dyn/content/article/2008/07/07/AR2008070702460.html?nav=rss_business,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
25,https://www.eurekalert.org/pub_releases/2008-07/uoo-moc070608.php,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
26,https://www.washingtonpost.com/wp-dyn/content/article/2008/07/07/AR2008070702773.html?nav=rss_business,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
27,https://blogs.cfr.org/setser/2008/07/07/the-quiet-bailout-continues/,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
28,https://www.nytimes.com/2008/07/08/science/space/08moon.html?ref=science,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
29,https://www.bloomberg.com/apps/news?pid=20601039&sid=ar3sLmEeOSZE&refer=columnist_berry,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
30,https://www.federalreserve.gov/newsevents/speech/mishkin20080702a.htm,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
31,http://www.newyorkfed.org/newsevents/news/research/2008/rp080707.html,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
32,http://www.frbatlanta.org/invoke.cfm?objectid=BC28CA98-5056-9F12-1225C3CFF11B865F&method=display_body,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
33,http://www.discourse.net/archives/2008/07/homeland_security_official_expresses_interest_in_shock_bracelets_for_air_travellers.html,https://economistsview.typepad.com/economistsview/2008/07/links-for-200-7.html
34,http://www.foreignpolicy.com/story/cms.php?story_id=4517,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
35,http://www.sciam.com/article.cfm?id=jacking-into-the-brain,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
36,http://redbluerichpoor.com/blog/?p=140,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
37,https://www.dailystar.com.lb/article.asp?edition_id=1&categ_id=5&article_id=96909,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
38,https://www.nytimes.com/2008/10/20/business/20green.html?_r=1&adxnnl=1&oref=slogin&partner=rssnyt&emc=rss&adxnnlx=1224482486-rvcrykpSrtKjKFoGBRd6bw,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
39,https://www.nytimes.com/2008/10/20/business/economy/20cost.html?_r=1&ref=business&oref=login,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
40,https://econ4obama.blogspot.com/2008/10/mankiw-is-careless-about-health-care.html,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
41,https://historyofcapitalism.blogspot.com/2008/10/govt-intervention-venerable-american.html,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
42,https://blogs.ft.com/maverecon/2008/10/churchill%e2%80%99s-dictum/,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
43,http://www.sciam.com/article.cfm?id=how-nature-breaks-the-second-law,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
44,http://www.thomaspalley.com/?p=141,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
45,http://www.economicprincipals.com/issues/2008.10.19/340.html,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
46,http://www.voxeu.org/index.php?q=node/2461,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
47,http://baselinescenario.com/2008/10/19/regulating-the-financial-sector-a-modest-proposal/,https://economistsview.typepad.com/economistsview/2008/10/links-for-20-19.html
48,https://robertreich.blogspot.com/2008/12/debate-to-come-over-wall-street-autos.html,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-24.html
49,http://www.day.kiev.ua/262323,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-24.html
50,http://www.voxeu.org/index.php?q=node/2737,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-24.html
51,http://fistfulofeuros.net/afoe/economics-and-demography/travelling-through-latvia-in-good-company-ultra-wonkish/,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-24.html
52,https://krugman.blogs.nytimes.com/2008/12/24/wages-and-employment-again/,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-24.html
53,https://www.nytimes.com/2008/12/25/opinion/25kristof.html?ref=opinion,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-24.html
54,https://www.nytimes.com/2008/12/24/washington/24air.html?ref=science,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-24.html
55,http://www.econbrowser.com/archives/2008/12/john_taylor_on.html,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
56,http://econlog.econlib.org/archives/2008/12/john_taylor_the.html,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
57,https://www.newyorker.com/talk/financial/2008/12/22/081222ta_talk_surowiecki,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
58,https://www.bloomberg.com/apps/news?pid=20601039&sid=aVMjJq3KIRFc&refer=columnist_berry,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
59,http://capitalgainsandgames.com/blog/stan-collender/686/what-we-have,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
60,https://krugman.blogs.nytimes.com/2008/12/14/european-macro-algebra-wonkish/,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
61,https://www.ft.com/cms/s/0/b0570bfe-ca3f-11dd-93e5-000077b07658.html,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
62,http://worthwhile.typepad.com/worthwhile_canadian_initi/2008/12/on-the-economics-of-msm-print-media.html,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
63,https://www.nytimes.com/2008/12/15/business/economy/15fed.html?partner=rss&emc=rss,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
64,https://macromarketmusings.blogspot.com/2008/12/religiosity-and-business-cycle-in-new.html,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
65,http://www.portfolio.com/views/blogs/market-movers/2008/12/14/ben-stein-watch-december-14-2008?tid=true,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
66,http://dailystaregypt.com/article.aspx?ArticleID=18428,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
67,https://understandingsociety.blogspot.com/2008/12/power-and-class-in-21st-century.html,https://economistsview.typepad.com/economistsview/2008/12/links-for-20-14.html
68,https://www.ft.com/cms/s/0/bd13f3e8-6d38-11dd-857b-0000779fd18c.html,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
69,http://www.voxeu.org/index.php?q=node/1555,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
70,https://www.nytimes.com/2008/08/19/science/space/19hubble.html?ref=science,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
71,https://econ4obama.blogspot.com/2008/08/peddling-anti-obamaism.html,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
72,http://www.thenation.com/doc/20080901/editors,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
73,http://www.gulf-times.com/site/topics/article.asp?cu_no=2&item_no=236415&version=1&template_id=46&parent_id=26,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
74,https://www.bloomberg.com/apps/news?pid=20601039&refer=columnist_baum&sid=aQDn.ZYPabIg,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
75,http://www.voxeu.org/index.php?q=node/1553,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
76,http://thegspot.typepad.com/blog/2008/08/price-fixing-it.html,https://economistsview.typepad.com/economistsview/2008/08/links-for-20-18.html
